M4B113_C16,COLD1,qSCT1,qCST10,qPSST6,Dro1,qDTY1.1,qDTY12.1,qDTY2.1,qDTY2.2,qDTY3.1,qDTY3.2,qDTY4.1,TT1,qHTSF4.1,qSIS1L,Saltol,qSOR1,qSub1,qAG3,Pita,qPi33,qXa26,qXa4,BPH17,BPH32,TSV1,STV11,fgr-1,Chalk5,Alk,GS3,NAS3,Hd1,DTH8,Ghd7,Hd2,RFT1,Hd3a,ehd1,GNP1,Gn1a,GFR1,HIS1,TGW6,NGR5,NAL1,SLG7
921,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
1054,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[--],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] N22 deletion,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
750,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[--],[--],[+p]-Alk-3b,[--]-Medium,[+p],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[--],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
730,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
773,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[--],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
858,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
677,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
785,[--],[+p],[--],[--],[+p],?,[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],?,[Het],?,[+p],?,[--],[--],[+p]-TKM6/[+p]-AdaySel,[+p],[--],[Het],[+p]-Alk-3b,?,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,?,[+p],[--],[+p],[--]-ind1,,[Het]-[indica +/-],[Het],[--],[+p] Hap.2,[--],[--]-indica
1109,[--],?,[--],?,[+p],?,[--],,[--],[--],[--]-Swarna,[--],[--],,[Het],?,[--],[--],[+p],[+p],[Het],[+p],[Het],[--],[--],[Het],[+p],[--],[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--] Het ind1/2,,[+p]-indica,[+p],[--],?,[Het],[Het]-ind/jap
752,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[--],[--],[--],[+p],[+p],[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
429,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[Het],[+p],?,[--],[--],[--],[+p],[+p],[Het],[+p]-Alk-3b,[+p],[Het],[+p] IRRI154 deletion,[--]-IR24,[Het]-4/2,[+p]-1c,[Het] ind2/[--],[Het] [+ type 1/--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[+p] Hap.2,[Het],[+p]-PB1
804,[--],[+p],[--],[--],[+p],?,[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],?,[--],[--],[+p],?,[--],[--],[+p]-TKM6/[+p]-AdaySel,[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1a,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[+p] Hap.2,[--],[--]-indica
707,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
589,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1043,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
448,[--],[+p],[--],?,[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[Het],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],?,[--],[--]-indica
477,[--],[+p],[--],?,[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],[+p],[--],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[+p],[+p] Hap.2,[+p],[--]-indica
468,[--],[+p],[--],?,[+p],[--],[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[+p],?,[Het],[+p]-Alk-3b,?,[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[Het],,[+p]-indica,[+p],[Het],[+p] Hap.2,[Het],[--]-indica
1123,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[Het],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,?,[Het],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
991,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
943,[--],[+p],[--],?,[+p],[--],[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[+p],[+p],?,[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,?,[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1198,[--],[+p],[--],[--],[+p],?,[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,?,[+p]-Aro,[--],[--],[+p],[--],[Het],[+p],?,[--],[--],[--],[+p],[--],[Het],?,?,[--],[Het] IRRI154/[--],[Het],[--]-Ghd7-2,[+p]-1c,[Het] ind2/[--],[Het] [+ type 1/--],[+p],[--] Het ind1/2,,[+p]-indica,[Het],[+p],?,[--],[--]-indica
1006,[--],?,[--],[--],[+p],?,[Het]/[Het],,[--],[--],?,[--],[--],,[Het],?,[--],[--],[+p],[--],[Het],[+p],[Het],[--],[--],[--],[+p],[--],[Het],[+p]-Alk-3b,[+p],[Het],[Het] IRRI154/[--],[--]-IR24,[Het]-4/2,[+p]-1c,[Het] ind2/[--],[Het] [+ type 1/--],[+p],[--] Het ind1/2,,[+p]-indica,[--],[Het],?,[--],[--]-indica
256,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
641,[--],?,[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[--],[+p],[--],[Het],[+p]-Alk-3b,[--]-Medium,[--],?,[+p],[Het]-4/2,[+p]-1a,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1112,[--],[--],[--],[--],[+p],?,[--],,[--],[--],[--]-Swarna,?,[--],,[--],[--],[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[+p],?,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
706,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],?,[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[--],[+p],?,[+p],[+p]-Alk-3b,?,[--],[+p] IRRI154 deletion,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1240,[--],[+p],[--],[--],[+p],[--],[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1220,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
643,?,?,?,?,?,?,?,,?,?,?,?,?,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,,?,?,?,?,?,?
765,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1244,[--],[+p],[--],[--],[+p],[--],[Het]/[Het],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[--],[+p],[Het],[+p],[+p]-Alk-3b,?,[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[Het],[--]-indica
628,[--],[--],[--],[--],[+p],?,[--],,[--],[--],[--]-Swarna,?,[--],,[--],[--],[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[+p],?,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1208,[--],?,[--],[--],[+p],?,[Het]/[Het],,?,[--],[--]-Swarna,?,[--],,[--],?,[--],[--],[+p],[Het],[--],[+p],?,[--],[--],[--],[+p],[Het],[+p],[+p]-Alk-3b,?,[Het],?,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],?,[Het],[--]-indica
711,[--],[+p],[--],?,[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[+p],[+p],[+p],?,[--],[--],[--],[+p],[--],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[+p] Hap.2,[--],[--]-indica
993,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
1066,[--],[+p],[--],[--],[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[+p],[+p],[--],[+p],[--],[+p],[--],[+p],[--],[+p] Het  IRRI154/N22,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[Het],[--] Hap.3,[--],[--]-indica
1040,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],?,[--],[--],[--],[Het],?,[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],?,?,[+p],[--],[+p],?,,[+p]-indica,?,[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
60,[--],[+p],[--],[--],[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[+p],[+p],[Het],[+p],[--],[+p],?,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[Het],,[+p]-indica,[+p],[Het],[--] Hap.3,[--],[--]-indica
264,[--],[+p],[--],[--],[+p],?,[+p],,?,[--],?,[--],[--],,[--],?,[--],[--],[+p],[Het],?,[+p],[+p],[--],[Het],[--],[+p],[+p],[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[--]-IR24,[--]-Ghd7-2,[+p]-1c,[Het] ind2/[--],[Het] [+ type 1/--],[+p],[--] Het ind1/2,,[+p]-indica,[+p],[--],[+p] Hap.2,[--],[+p]-PB1
232,[--],[+p],[--],[--],[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[+p],[+p],[+p]-TKM6/[+p]-AdaySel,[+p],[--],[+p],[--],[+p],[--],[+p] IRRI154 deletion,[+p],?,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[+p],[--] Hap.3,[--],[--]-indica
319,[--],[+p],[--],[--],[+p],[--],[--],,?,[+p],[+p]-IR64 (intermediate),[--],[--],,[--],[--],[--],[--],[+p],[+p],[+p],[+p],[+p],[+p],[+p],[--],[+p],[--],[+p],[--],[+p],[--],[+p] N22 deletion,[--]-IR24,[--]-Ghd7-2,[--]-IR/[+p]-1b,[+p],[--],[+p],[--]-ind1,,[--]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
1055,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
339,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
754,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],[+p],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[+p],[--]-indica
937,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,?,[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[--],[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
320,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,?,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
301,[--],[+p],[--],[--],[+p],?,[+p],,?,[--],?,[--],[--],,[--],?,[--],[--],[+p],[Het],?,[+p],[+p],[--],[Het],[--],[+p],[+p],[Het],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[Het],[--]-Ghd7-2,[+p]-1c,[Het] ind2/[--],[Het] [+ type 1/--],[+p],[Het],,[+p]-indica,[+p],[--],?,[--],[+p]-PB1
223,[--],[+p],[--],[--],[+p],[--],[+p],,?,[+p],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[--],[--],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] N22 deletion,[--]-IR24,[--]-Ghd7-2,[--]-IR/[+p]-1b,[--],[+p],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.3,[--],[--]-indica
328,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],?,[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[+p] Hap.2,[--],[--]-indica
310,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
335,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
872,[--],[+p],[--],[--],[+p],[--],[--],,[--],[--],[--]-Swarna,[--],[--],,[--],[+p]-Aro,[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
910,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[--],[--],[+p],[--],[--],[--],[--],[+p],[+p],[+p],[+p]-Alk-3b,[--]-Medium,[--],[+p] IRRI154 deletion,[+p],[+p]-Ghd7-4,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
1155,[--],[+p],[--],[--],[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[+p],[+p],[Het],[+p],[--],[+p],[--],[+p],[--],[+p] Het  IRRI154/N22,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[Het],[--] Hap.3,[--],[--]-indica
299,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],?,,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
305,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
463,[--],[--],[--],[--],[+p],?,[--],,?,[--],[--]-Swarna,[--],[--],,[--],[--],[--],[--],[+p],[+p],[--],[+p],?,[--],[--],[--],[+p],[--],[Het],[--],[--]-Medium,[--],?,[+p],[--]-Ghd7-2,[--]-IR/[+p]-1b,[--],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
553,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],[+p]-IR64 (intermediate),[--],[--],,[--],[+p]-Aus,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
200,[--],[+p],[--],[--],[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],?,[--],[--],[+p],[+p],?,[+p],[+p],[+p],[+p],[+p]-TKM6/[+p]-AdaySel,[+p],[--],[Het],[--],[Het]-[+/Bold],[--],[+p] Het  IRRI154/N22,[+p],[--]-Ghd7-2,?,[+p],[--],[+p],[--]-ind1,,[+p]-indica,[+p],[+p],[Het] - [+/- Hap.2/3],[--],[--]-indica
297,[--],[+p],[--],[--],[+p],[--],[--],,?,[--],[+p]-IR64 (intermediate),?,[--],,[--],?,[--],[--],[+p],[+p],?,[+p],[+p],[Het],[+p],[Het],[+p],?,[+p],?,[+p],[--],[+p] IRRI154 deletion,[+p],[--]-Ghd7-2,?,[+p],[--],[+p],[--] Het ind1/2,,?,[+p],[Het],[--] Hap.3,[--],[--]-indica
307,[--],[+p],[--],[--],[+p],[--],[+p],,[--],[--],?,[--],[--],,[--],?,[--],[--],[+p],[+p],?,[+p],[+p],[--],[+p],[--],[+p],[+p],[+p],[+p]-Alk-3b,[+p],[--],[+p] IRRI154 deletion,[+p],[Het]-4/2,[+p]-1c,[+p],[--],[+p],[+p],,[+p]-indica,[+p],[--],[--] Hap.4/[--] Hap.5/[--] Hap.1,[--],[--]-indica
